state,city,population_2015
Alabama,Abernant,7599
Alabama,Alabaster,31545
Alabama,Albertville,21458
Alabama,Alexander City,14849
Alabama,Andalusia,9081
Alabama,Anniston,22457
Alabama,Arab,8284
Alabama,Athens,24522
Alabama,Atmore,10006
Alabama,Auburn,60258
Alabama,Bay Minette,9049
Alabama,Beauregard-Marvyn,10469
Alabama,Bessemer,26949
Alabama,Beulah,6187
Alabama,Big Sandy-Duncanville,8894
Alabama,Birmingham,212247
Alabama,Boaz,9689
Alabama,Bremen,8517
Alabama,Brook Highland,6746
Alabama,Calera,12972
Alabama,Center Point,16777
Alabama,Chelsea,11758
Alabama,Clanton,8727
Alabama,Clay,9700
Alabama,Cloverdale,6209
Alabama,Concord-Hopkins,7259
Alabama,Craig-Tyler,6843
Alabama,Cullman,15145
Alabama,Danville,6242
Alabama,Daphne,24395
Alabama,Decatur,55532
Alabama,Demopolis,7182
Alabama,Dothan,68409
Alabama,Enterprise,27772
Alabama,Eufaula,12781
Alabama,Fairfield,10988
Alabama,Fairhope,18089
Alabama,Florence,40215
Alabama,Foley,16243
Alabama,Forestdale,10162
Alabama,Fort Payne,14125
Alabama,Fultondale,8908
Alabama,Gadsden,36295
Alabama,Gardendale,13729
Alabama,Greenville,7902
Alabama,Greenwood,14409
Alabama,Gulf Shores,10963
Alabama,Guntersville,8358
Alabama,Hamilton,6790
Alabama,Hartselle,14459
Alabama,Helena,17883
Alabama,Homewood,25802
Alabama,Hoover,84353
Alabama,Hope Hull,8913
Alabama,Hueytown,15815
Alabama,Huntsville,188226
Alabama,Irondale,12444
Alabama,Jacksonville,12250
Alabama,Jasper,14109
Alabama,Laceys Spring,9055
Alabama,Lake Purdy,7362
Alabama,Lanett,6447
Alabama,Langdale,13528
Alabama,Leeds,11939
Alabama,Lincoln,6438
Alabama,Long Island,6081
Alabama,Madison Crossroads,10779
Alabama,Madison,46450
Alabama,Meadowbrook,8769
Alabama,Meridianville,6021
Alabama,Millbrook,15169
Alabama,Mobile,194675
Alabama,Monroeville,6189
Alabama,Montevallo,6601
Alabama,Montgomery,200481
Alabama,Moody,12457
Alabama,Morris Chapel,11091
Alabama,Mountain Brook,20734
Alabama,Muscle Shoals,13614
Alabama,Northport,24709
Alabama,Oneonta,6627
Alabama,Opelika,29171
Alabama,Opp,6677
Alabama,Oxford,21155
Alabama,Ozark,14700
Alabama,Pelham,22699
Alabama,Pell City,13573
Alabama,Phenix City,37540
Alabama,Pike Road,7933
Alabama,Pinson,7143
Alabama,Pleasant Grove,10325
Alabama,Prattville,35317
Alabama,Prichard,22312
Alabama,Rainbow City,9606
Alabama,Russellville,9806
Alabama,Saks,10744
Alabama,Saraland,13744
Alabama,Satsuma,6167
Alabama,Scottsboro,14748
Alabama,Selma,19814
Alabama,Semmes,17710
Alabama,Sheffield,9144
Alabama,Simcoe,7557
Alabama,Smiths-Salem,29351
Alabama,Smiths,24633
Alabama,Southside,8552
Alabama,Spanish Fort,7806
Alabama,Sylacauga,12703
Alabama,Talladega,16012
Alabama,Tanner-Williams,60211
Alabama,Tarrant,6257
Alabama,Theodore,6130
Alabama,Tillmans Corner,17398
Alabama,Tri-Cities,33064
Alabama,"Troy, AL",19138
Alabama,Trussville,20702
Alabama,Tuscaloosa,96122
Alabama,Tuscumbia,8529
Alabama,Tuskegee-Milstead,14096
Alabama,Tuskegee,8993
Alabama,Valley,9453
Alabama,Vestavia Hills,34124
Alabama,Vinemont,9008
Alabama,Websters Chapel-Alexandria Valley,11175
Alabama,Wetumpka,7661
Alaska,Anchorage,301010
Alaska,Badger,19482
Alaska,Bethel,6415
Alaska,College,12964
Alaska,Fairbanks,32469
Alaska,Juneau,32406
Alaska,Kalifornsky,7850
Alaska,Kenai,7568
Alaska,Ketchikan,8245
Alaska,Knik-Fairview,14923
Alaska,Kodiak,6304
Alaska,Lakes,8364
Alaska,Meadow Lakes,7570
Alaska,Palmer,6515
Alaska,Sitka,8900
Alaska,Steele Creek,6662
Alaska,Tanaina,8197
Alaska,Wasilla,8849
Arkansas,Little Rock,197706
Arkansas,Fort Smith,87351
Arkansas,Fayetteville,80621
Arkansas,Springdale,76565
Arkansas,Jonesboro,72210
Arkansas,North Little Rock,66810
Arkansas,Conway,64490
Arkansas,Rogers,61464
Arkansas,Pine Bluff,45332
Arkansas,Bentonville,41613
Arkansas,Hot Springs,35673
Arkansas,Benton,33625
Arkansas,Sherwood,30407
Arkansas,Texarkana,30014
Arkansas,Russellville,28993
Arkansas,Jacksonville,28808
Arkansas,Bella Vista,27688
Arkansas,Paragould,27465
Arkansas,Cabot,25627
Arkansas,West Memphis,25423
Arkansas,Searcy,23983
Arkansas,Van Buren,23070
Arkansas,Bryant,19625
Arkansas,El Dorado,18352
Arkansas,Maumelle,17804
Arkansas,Siloam Springs,15944
Arkansas,Blytheville,14884
Arkansas,Forrest City,14823
Arkansas,Harrison,13130
Arkansas,Hot Springs Village,12807
Arkansas,Marion,12321
Arkansas,Mountain Home,12278
Arkansas,Camden,11569
Arkansas,Magnolia,11489
Arkansas,Helena-West Helena,11320
Arkansas,Centerton,11193
Arkansas,Malvern,10826
Arkansas,Arkadelphia,10649
Arkansas,Batesville,10497
Arkansas,Hope,10004
Arkansas,Monticello,9696
Arkansas,Clarksville,9391
Arkansas,Greenwood,9263
Arkansas,Stuttgart,9132
Arkansas,Lowell,8334
Arkansas,Wynne,8150
Arkansas,Beebe,7971
Arkansas,Newport,7783
Arkansas,Osceola,7320
Arkansas,West Helena,7249
Arkansas,Trumann,7201
Arkansas,Heber Springs,7174
Arkansas,East End,6998
Arkansas,De Queen,6749
Arkansas,Morrilton,6748
Arkansas,Farmington,6477
Arkansas,Pocahontas,6474
Arizona,Phoenix,1537058
Arizona,Tucson,527972
Arizona,Mesa,464704
Arizona,Chandler,254276
Arizona,Gilbert,239277
Arizona,Glendale,237517
Arizona,Scottsdale,230512
Arizona,Deer Valley,186030
Arizona,Tempe,172816
Arizona,Peoria,166934
Arizona,Surprise,126275
Arizona,North Pinal,100105
Arizona,Yuma,93400
Arizona,Coconino,81338
Arizona,San Tan Valley,81321
Arizona,Avondale,79646
Arizona,Goodyear,75664
Arizona,Flagstaff,68785
Arizona,Casas Adobes,66795
Arizona,Buckeye,59470
Arizona,Arivaca,59243
Arizona,Lake Havasu City,53103
Arizona,Casa Grande,51478
Arizona,Catalina Foothills,50796
Arizona,Maricopa,47442
Arizona,Sierra Vista,43806
Arizona,Oro Valley,42018
Arizona,Prescott Valley,41075
Arizona,Prescott,40958
Arizona,Marana,39888
Arizona,Verde,39532
Arizona,Bullhead City,39364
Arizona,Apache Junction,38131
Arizona,Sun City,37499
Arizona,El Mirage,33532
Arizona,Queen Creek,32236
Arizona,San Luis,31091
Arizona,Mingus Mountain,30649
Arizona,Kingman,28549
Arizona,Drexel Heights,27749
Arizona,Sahuarita,27547
Arizona,Florence,26912
Arizona,Fortuna Foothills,26265
Arizona,Sun City West,24535
Arizona,Fountain Hills,23573
Arizona,Anthem,21700
Arizona,Green Valley,21391
Arizona,Nogales,20407
Arizona,Little Colorado,19982
Arizona,Rio Rico,18962
Arizona,Tanque Verde,16901
Arizona,Douglas,16744
Arizona,Eloy,16738
Arizona,Flowing Wells,16419
Arizona,Payson,15245
Arizona,New River,14952
Arizona,Somerton,14912
Arizona,Sierra Vista Southeast,14797
Arizona,Fort Mohave,14364
Arizona,Gila River,14341
Arizona,Sun Lakes,13975
Arizona,Paradise Valley,13663
Arizona,Cottonwood-Verde Village,13318
Arizona,Coolidge,12209
Arizona,Tucson Estates,12192
Arizona,New Kingman-Butler,12134
Arizona,Apache,11958
Arizona,Western,11873
Arizona,Verde Village,11605
Arizona,Cottonwood,11595
Arizona,Camp Verde,11097
Arizona,Chino Valley,11019
Arizona,Show Low,10841
Arizona,Arizona City,10475
Arizona,Sedona,10281
Arizona,Vail,10208
Arizona,Gold Camp,10159
Arizona,Safford,9744
Arizona,Saddlebrooke,9614
Arizona,Winslow,9604
Arizona,Picture Rocks,9563
Arizona,Valencia West,9355
Arizona,Salt River,9036
Arizona,Papago,8799
Arizona,Tuba City,8611
Arizona,Golden Valley,8370
Arizona,Indian Wells,8247
Arizona,Catalina,7569
Arizona,Page,7440
Arizona,Globe,7375
Arizona,Tolleson,6929
Arizona,Wickenburg,6685
Arizona,Humboldt,6646
Arizona,Big Park,6584
Arizona,Youngtown,6542
Arizona,Reservation,6405
Arizona,Village of Oak Creek (Big Park),6147
Arizona,Guadalupe,6106
Arizona,Avra Valley,6050
California,Los Angeles,3928864
California,San Diego,1381069
California,San Jose,1015785
California,East San Gabriel Valley,952352
California,San Francisco,852469
California,Fresno,515986
California,Central Contra Costa,486883
California,Sacramento,485199
California,Long Beach,473577
California,Oakland,413775
California,North Coast,376527
California,Bakersfield,368759
California,Anaheim,346997
California,Santa Ana,334909
California,Upper San Gabriel Valley,327431
California,Southwest San Gabriel Valley,326450
California,Riverside,319504
California,Stockton,302389
California,South Coast,298389
California,Chula Vista,260988
California,West Contra Costa,250207
California,Irvine,248531
California,Central Coast,238434
California,Fremont,228758
California,San Bernardino,215213
California,Modesto,209286
California,Oxnard,205437
California,Fontana,204950
California,Moreno Valley,202976
California,Huntington Beach,200809
California,Glendale,200167
California,Trabuco,193712
California,Newhall,192980
California,Perris Valley,190588
California,Santa Clarita,181557
California,El Toro,178968
California,Garden Grove,175078
California,Oceanside,174558
California,Rancho Cucamonga,174305
California,Santa Rosa,174170
California,South Antelope Valley,171490
California,Ontario,169089
California,Elk Grove,163553
California,Corona,161486
California,Lancaster,161043
California,Palmdale,158279
California,Coachella Valley,156830
California,Salinas,156677
California,Hayward,154612
California,North Antelope Valley,153969
California,Pomona,153350
California,Escondido,150243
California,Sunnyvale,149980
California,Torrance,148495
California,Pasadena,140881
California,Orange,139812
California,Fullerton,139677
California,South Bay Cities,134363
California,Thousand Oaks,129342
California,Visalia,129281
California,Roseville,128615
California,Concord,127522
California,Simi Valley,126871
California,East Los Angeles,126496
California,Santa Clara,122192
California,Victorville,121901
California,Vallejo,120228
California,Berkeley,118853
California,El Monte,116631
California,Downey,114172
California,Costa Mesa,112784
California,Carlsbad,112299
California,Jurupa,112225
California,Inglewood,111905
California,Fairfield,111125
California,Santa Maria Valley,110971
California,Ventura,110873
California,San Buenaventura (Ventura),109484
California,Temecula,109428
California,Antioch,108930
California,Richmond,108565
California,West Covina,108455
California,Mather,108400
California,Murrieta,108368
California,Norwalk,107096
California,Daly City,106094
California,Burbank,105368
California,Santa Maria,103410
California,El Cajon,103091
California,San Mateo,102893
California,Rialto,102741
California,Clovis,102189
California,Compton,98597
California,Vista,98079
California,Mission Viejo,97209
California,South Gate,96312
California,Vacaville,95856
California,Elsinore Valley,93311
California,Carson,93271
California,Santa Monica,92987
California,San Marcos,92929
California,Hesperia,92749
California,Arden-Arcade,92186
California,Westminster,92068
California,Redding,91593
California,Palos Verdes,91593
California,Santa Barbara,91196
California,San Leandro,89351
California,Chico,89180
California,Loomis Basin-Folsom Lake,89014
California,Hawthorne,87583
California,South El Dorado,87572
California,Whittier,87318
California,Newport Beach,87266
California,Livermore,86870
California,Citrus Heights,86145
California,Tracy,85841
California,Indio,85633
California,Alhambra,85569
California,Menifee,85182
California,Chino,84723
California,Buena Park,83105
California,Hemet,83032
California,Redwood City,82881
California,East Kern,82330
California,Merced,81743
California,Lakewood,81653
California,Tustin,80621
California,Lake Forest,80148
California,Napa,80011
California,Mountain View,79378
California,Bellflower,78236
California,East Contra Costa,78216
California,Pleasanton,77682
California,Alameda,77660
California,Baldwin Park,77119
California,Chino Hills,77005
California,Upland,76043
California,Folsom,75361
California,San Ramon,75332
California,Perris,73756
California,Milpitas,73672
California,Union City,73621
California,Manteca,73494
California,Lynwood,71839
California,Apple Valley,71595
California,Turlock,71245
California,Redlands,70622
California,San Gorgonio Pass,70591
California,Rancho Cordova,69740
California,Redondo Beach,68149
California,Pittsburg,68140
California,Yorba Linda,67826
California,Walnut Creek,67673
California,South San Francisco,67009
California,Palo Alto,66955
California,Camarillo,66923
California,Davis,66742
California,Yuba City,65773
California,Laguna Niguel,65448
California,San Clemente,65326
California,Pico Rivera,64235
California,Lodi,63950
California,Montebello,63929
California,Madera,63605
California,Florence-Graham,63387
California,Santa Cruz,63364
California,Encinitas,62254
California,La Habra,62066
California,Tulare,61867
California,Carmichael,61762
California,Monterey Park,61458
California,Castro Valley,61388
California,Cupertino,60668
California,Gardena,60395
California,Rocklin,60344
California,National City,60343
California,Lake Elsinore,60029
California,Petaluma,59953
California,Huntington Park,59362
California,Ross Valley,59297
California,San Rafael,59237
California,La Mesa,59177
California,Lompoc Valley,58405
California,Arcadia,58232
California,Woodland,57432
California,South Whittier,57156
California,Santee,57052
California,Brentwood,57019
California,Eastvale,57016
California,Fountain Valley,57010
California,Diamond Bar,56784
California,Porterville,55466
California,Paramount,55406
California,Hanford,55065
California,Novato,55005
California,Rosemead,54947
California,Dublin,54695
California,Highland,54651
California,Northeast Marin,54172
California,Colton,54053
California,Hacienda Heights,54038
California,Cathedral City,53437
California,Watsonville,53111
California,Yucaipa,53096
California,Delano,52651
California,Gilroy,52533
California,Placentia,52397
California,West Sacramento,51847
California,Southeast Marin,51775
California,Glendora,51442
California,Palm Desert,51202
California,Aliso Viejo,50231
California,Cerritos,50004
California,Poway,49848
California,La Mirada,49459
California,Rancho Santa Margarita,49359
California,Cypress,49240
California,Covina,49002
California,Rowland Heights,48993
California,Azusa,48799
California,Florin,47513
California,Ceres,47343
California,Palm Springs,46854
California,San Luis Obispo,46730
California,San Jacinto,46490
California,Lincoln,45902
California,Antelope,45770
California,Newark,44723
California,Coachella,44132
California,Lompoc,44013
California,Danville,43909
California,El Centro,43763
California,Bell Gardens,43146
California,San Bruno,43009
California,Altadena,42777
California,Paso Robles,42751
California,Rancho Palos Verdes,42726
California,North Highlands,42694
California,Beaumont,42277
California,Rohnert Park,42262
California,El Dorado Hills,42108
California,Morgan Hill,42068
California,Brea,41508
California,Campbell,41119
California,La Puente,40735
California,Parkway-South Sacramento,40720
California,San Gabriel,40519
California,La Quinta,39964
California,Calexico,39799
California,Culver City,39691
California,Oakley,39224
California,Pacifica,39088
California,Stanton,38719
California,Montclair,38465
California,Laguna,38309
California,Pendleton,38073
California,Martinez,37567
California,Monrovia,37415
California,Los Banos,37126
California,Hollister,37086
California,Temple City,36334
California,East Yolo,36296
California,San Juan Capistrano,36282
California,Bell,36217
California,Claremont,36054
California,Willowbrook,35983
California,West Hollywood,35883
California,Manhattan Beach,35881
California,Moorpark,35550
California,Wildomar,35377
California,Beverly Hills,34871
California,San Dimas,34637
California,Pleasant Hill,34497
California,Rubidoux,34280
